_1,_2,_3
6.414,6.324,6.453
4.387,4.647,4.665
6.843,6.515,6.738
6.014,6.477,6.746
6.4,6.021,6.242
6.803,6.881,6.693
0.968,0.082,0.024
0.972,0.838,0.396
2.919,2.993,2.376
4.084,4.264,4.579
4.668,4.635,4.613
0.88,0.184,0.455
0.313,0.125,0.728
8.416,8.381,8.894
0.9,0.805,0.186
0.579,0.824,0.498
0.095,0.625,0.83
2.342,2.371,2.433
6.003,6.444,6.642
4.252,4.433,4.572
6.563,6.514,6.536
8.884,8.39,8.322
2.459,2.298,2.153
6.372,6.658,6.057
4.4,4.647,4.511
4.015,4.951,4.682
0.298,0.037,0.351
2.945,2.773,2.065
2.987,2.76,2.17
8.759,8.546,8.21
2.52,2.338,2.928
2.379,2.554,2.868
4.593,4.693,4.73
0.495,0.198,0.478
2.524,2.093,2.051
4.988,4.454,4.207
6.199,6.922,6.498
4.324,4.684,4.997
2.42,2.926,2.052
4.716,4.724,4.969
4.571,4.179,4.658
2.744,2.432,2.257
6.586,6.415,6.51
0.223,0.419,0.055
0.072,0.615,0.382
4.163,4.769,4.003
2.831,2.119,2.158
2.526,2.504,2.176
4.573,4.136,4.972
6.399,6.213,6.274
0.43,0.595,0.043
2.9,2.05,2.809
8.855,8.182,8.562
0.632,0.369,0.281
2.055,2.683,2.165
2.375,2.344,2.209
8.504,8.037,8.942
2.98,2.083,2.021
0.085,0.09,0.777
8.933,8.875,8.284
6.81,6.476,6.77
2.548,2.962,2.227
4.181,4.565,4.212
4.716,4.703,4.635
4.502,4.333,4.552
0.806,0.309,0.187
0.503,0.675,0.579
2.127,2.23,2.834
0.113,0.296,0.506
2.763,2.966,2.461
4.536,4.045,4.439
0.431,0.224,0.47
2.25,2.164,2.136
2.135,2.062,2.257
0.254,0.348,0.651
6.16,6.853,6.137
8.27,8.386,8.021
2.3,2.383,2.229
4.712,4.652,4.318
2.7,2.082,2.931
6.686,6.143,6.951
6.449,6.484,6.77
8.243,8.042,8.047
4.386,4.826,4.189
0.401,0.023,0.129
2.01,2.198,2.232
4.382,4.333,4.05
6.246,6.221,6.914
8.369,8.308,8.922
0.509,0.366,0.801
4.373,4.888,4.025
4.42,4.591,4.426
4.441,4.856,4.103
0.867,0.143,0.025
8.714,8.6,8.548
8.946,8.382,8.601
6.827,6.529,6.323
6.859,6.438,6.994
0.319,0.592,0.833
0.965,0.948,0.049
6.057,6.661,6.063
2.397,2.891,2.614
8.123,8.255,8.652
0.65,0.947,0.02
2.192,2.335,2.682
6.424,6.311,6.08
2.718,2.48,2.882
6.893,6.878,6.697
6.317,6.057,6.135
4.033,4.663,4.805
6.84,6.658,6.987
6.103,6.908,6.618
8.786,8.392,8.493
2.487,2.82,2.177
6.387,6.095,6.92
8.087,8.74,8.221
6.984,6.218,6.309
0.549,0.757,0.209
2.834,2.225,2.449
6.304,6.796,6.748
8.799,8.611,8.829
2.496,2.166,2.277
4.345,4.473,4.734
6.668,6.657,6.098
4.75,4.311,4.614
8.822,8.281,8.976
0.762,0.36,0.337
0.454,0.687,0.057
4.685,4.553,4.36
4.705,4.28,4.749
0.703,0.029,0.471
0.364,0.023,0.971
6.445,6.033,6.756
0.582,0.046,0.192
6.268,6.314,6.327
2.435,2.739,2.618
8.805,8.094,8.737
8.321,8.145,8.184
0.254,0.781,0.007
8.695,8.729,8.153
2.039,2.328,2.788
8.624,8.153,8.828
6.088,6.892,6.104
4.396,4.476,4.656
0.309,0.181,0.028
2.322,2.275,2.718
4.763,4.335,4.534
0.514,0.089,0.191
4.334,4.328,4.429
4.52,4.294,4.588
2.924,2.331,2.666
8.132,8.066,8.193
2.457,2.801,2.007
2.295,2.573,2.172
0.134,0.629,0.471
0.394,0.995,0.99
4.235,4.189,4.922
8.698,8.514,8.096
2.323,2.722,2.483
0.977,0.504,0.838
2.179,2.289,2.757
8.33,8.131,8.357
8.616,8.378,8.066
4.812,4.708,4.32
8.682,8.857,8.348
6.232,6.953,6.067
4.071,4.735,4.652
6.511,6.051,6.47
8.288,8.799,8.451
8.444,8.707,8.879
0.68,0.953,0.947
6.193,6.809,6.641
0.052,0.918,0.756
6.616,6.657,6.913
6.753,6.451,6.517
4.589,4.947,4.705
0.249,0.246,0.405
8.852,8.545,8.194
6.102,6.453,6.235
6.765,6.592,6.559
6.237,6.38,6.875
8.936,8.421,8.183
0.952,0.639,0.847
8.393,8.623,8.905
6.501,6.484,6.369
8.139,8.071,8.733
6.117,6.217,6.953
0.491,0.761,0.534
4.946,4.217,4.649
0.694,0.413,0.013
6.156,6.663,6.46
4.915,4.858,4.391
0.107,0.437,0.759
6.868,6.471,6.963
2.084,2.234,2.866
2.714,2.78,2.672
2.126,2.932,2.572
4.113,4.789,4.0
8.703,8.581,8.205
4.14,4.065,4.591
6.04,6.596,6.012
2.334,2.231,2.476
4.208,4.883,4.908
4.359,4.701,4.905
8.969,8.261,8.828
4.99,4.361,4.519
4.303,4.738,4.582
2.59,2.806,2.527
8.461,8.627,8.931
2.316,2.485,2.163
8.916,8.364,8.644
8.582,8.208,8.171
8.381,8.26,8.399
2.727,2.412,2.507
2.64,2.08,2.426
4.194,4.808,4.014
0.924,0.561,0.918
0.475,0.822,0.661
8.503,8.185,8.061
8.818,8.042,8.89
0.67,0.822,0.713
6.271,6.538,6.024
4.746,4.717,4.931
8.304,8.042,8.147
8.825,8.516,8.362
4.781,4.034,4.393
0.774,0.319,0.038
8.341,8.877,8.032
4.753,4.064,4.328
2.722,2.439,2.817
0.335,0.955,0.092
4.184,4.919,4.166
4.686,4.19,4.561
2.07,2.352,2.976
0.029,0.419,0.993
8.886,8.657,8.841
0.601,0.638,0.214
2.651,2.295,2.077
4.603,4.596,4.464
8.889,8.109,8.28
8.105,8.92,8.776
2.722,2.856,2.675
6.991,6.932,6.292
4.022,4.606,4.874
2.627,2.803,2.965
8.267,8.423,8.416
4.148,4.559,4.939
6.727,6.001,6.498
6.76,6.212,6.838
4.65,4.998,4.467
8.342,8.935,8.342
0.466,0.107,0.947
6.525,6.281,6.533
8.018,8.651,8.957
2.223,2.046,2.474
4.288,4.575,4.894
6.682,6.849,6.59
4.292,4.401,4.099
0.515,0.613,0.835
0.722,0.16,0.226
6.724,6.504,6.975
2.481,2.781,2.074
6.541,6.114,6.943
0.9,0.741,0.829
4.873,4.618,4.63
2.941,2.115,2.523
0.961,0.713,0.943
0.297,0.52,0.804
2.526,2.483,2.889
8.748,8.416,8.312
4.835,4.553,4.463
0.773,0.807,0.302
6.185,6.557,6.311
6.366,6.994,6.361
6.281,6.511,6.122
6.385,6.761,6.742
8.337,8.213,8.836
0.68,0.82,0.085
2.825,2.728,2.702
6.48,6.681,6.585
6.969,6.12,6.804
8.728,8.549,8.114
4.953,4.768,4.567
0.046,0.332,0.761
0.225,0.8,0.932
2.852,2.591,2.973
4.611,4.633,4.494
6.856,6.41,6.012
4.158,4.887,4.048
2.918,2.31,2.539
0.164,0.368,0.679
4.855,4.566,4.385
2.677,2.93,2.517
4.876,4.141,4.794
4.109,4.379,4.402
0.632,0.904,0.347
0.56,0.162,0.946
2.676,2.22,2.243
4.206,4.014,4.511
2.557,2.37,2.58
4.809,4.368,4.244
0.123,0.216,0.08
8.471,8.016,8.018
0.15,0.47,0.787
2.554,2.456,2.661
0.529,0.521,0.343
2.239,2.082,2.063
6.474,6.459,6.462
4.726,4.17,4.169
0.224,0.466,0.611
4.294,4.618,4.775
4.894,4.034,4.708
4.509,4.995,4.823
4.065,4.446,4.965
8.235,8.357,8.411
6.183,6.47,6.905
6.61,6.876,6.258
0.698,0.343,0.904
4.891,4.058,4.961
2.557,2.733,2.533
4.432,4.36,4.659
2.819,2.034,2.057
0.767,0.786,0.474
2.776,2.948,2.306
0.342,0.612,0.614
0.272,0.049,0.36
8.968,8.693,8.011
0.589,0.72,0.316
8.869,8.191,8.799
0.008,0.948,0.471
0.422,0.352,0.286
2.864,2.865,2.853
4.537,4.243,4.801
2.51,2.814,2.639
6.943,6.124,6.509
2.773,2.284,2.696
0.189,0.68,0.275
4.587,4.008,4.441
0.604,0.719,0.835
6.205,6.865,6.278
4.626,4.217,4.991
6.944,6.392,6.659
8.492,8.366,8.423
6.851,6.149,6.183
2.559,2.52,2.252
2.413,2.024,2.066
2.941,2.784,2.19
6.254,6.482,6.373
6.395,6.372,6.428
8.306,8.466,8.385
8.015,8.302,8.334
8.085,8.688,8.24
0.047,0.14,0.495
8.931,8.91,8.116
8.365,8.379,8.055
0.286,0.51,0.118
8.606,8.831,8.49
2.775,2.148,2.273
0.155,0.77,0.93
6.016,6.397,6.547
4.636,4.166,4.504
2.283,2.6,2.813
6.192,6.564,6.106
0.818,0.226,0.741
4.098,4.091,4.056
6.984,6.045,6.605
8.21,8.969,8.67
0.11,0.142,0.619
4.229,4.879,4.486
4.62,4.71,4.284
8.988,8.086,8.768
8.159,8.772,8.241
4.358,4.703,4.895
6.159,6.918,6.425
4.219,4.35,4.374
6.527,6.621,6.402
4.914,4.17,4.722
6.351,6.457,6.618
0.837,0.796,0.798
8.084,8.625,8.67
0.014,0.299,0.686
4.604,4.462,4.555
8.313,8.144,8.566
2.116,2.951,2.277
8.214,8.562,8.145
2.304,2.78,2.087
4.32,4.74,4.245
4.61,4.024,4.795
2.48,2.867,2.257
6.158,6.935,6.275
4.844,4.446,4.716
6.806,6.533,6.489
8.036,8.623,8.732
4.185,4.2,4.025
2.009,2.874,2.166
0.693,0.085,0.736
6.404,6.469,6.444
0.782,0.758,0.674
8.942,8.252,8.006
0.046,0.579,0.346
0.821,0.412,0.88
4.25,4.837,4.097
4.651,4.902,4.319
4.816,4.088,4.895
6.834,6.091,6.096
4.328,4.715,4.962
8.316,8.619,8.071
6.757,6.21,6.651
6.698,6.594,6.445
4.755,4.978,4.426
8.864,8.499,8.669
6.077,6.914,6.673
0.374,0.669,0.376
8.999,8.708,8.414
6.283,6.742,6.167
0.511,0.496,0.225
8.778,8.424,8.157
0.241,0.407,0.946
2.362,2.162,2.837
6.372,6.491,6.839
8.451,8.942,8.997
2.44,2.026,2.494
0.178,0.166,0.21
8.081,8.516,8.754
8.037,8.122,8.103
6.245,6.202,6.397
6.951,6.735,6.709
2.036,2.794,2.863
0.248,0.228,0.78
4.939,4.581,4.464
4.937,4.333,4.795
6.684,6.089,6.476
4.665,4.461,4.047
2.873,2.22,2.465
0.616,0.504,0.194
4.637,4.996,4.287
6.707,6.846,6.535
0.959,0.835,0.02
2.791,2.454,2.096
2.521,2.658,2.271
2.523,2.93,2.735
6.531,6.283,6.162
8.955,8.045,8.748
2.784,2.962,2.533
4.252,4.617,4.763
4.225,4.865,4.084
8.135,8.837,8.356
8.318,8.612,8.265
2.518,2.669,2.995
8.071,8.138,8.311
8.934,8.988,8.657
4.305,4.544,4.91
2.326,2.738,2.727
8.046,8.054,8.283
2.028,2.728,2.709
4.558,4.967,4.389
0.443,0.85,0.564
0.6,0.692,0.142
8.921,8.488,8.14
6.057,6.357,6.061
6.619,6.929,6.333
2.894,2.419,2.504
4.565,4.386,4.679
6.241,6.631,6.043
0.32,0.54,0.297
6.89,6.751,6.25
0.845,0.525,0.586
0.707,0.161,0.219
8.405,8.314,8.971
0.382,0.29,0.159
6.22,6.791,6.835
2.544,2.268,2.188
8.926,8.687,8.798
6.356,6.161,6.465
0.606,0.803,0.907
8.811,8.818,8.174
4.143,4.928,4.837
2.105,2.61,2.166
8.902,8.097,8.399
2.56,2.315,2.575
6.032,6.372,6.071
0.503,0.521,0.082
4.989,4.554,4.598
4.802,4.034,4.375
2.659,2.473,2.631
8.837,8.372,8.588
6.625,6.45,6.853
6.412,6.529,6.211
8.231,8.849,8.214
2.279,2.394,2.229
2.101,2.453,2.816
2.452,2.769,2.576
6.056,6.55,6.532
2.793,2.736,2.796
6.728,6.339,6.641
8.664,8.652,8.692
2.158,2.989,2.681
8.706,8.406,8.899
8.301,8.361,8.659
8.085,8.7,8.715
0.333,0.784,0.271
8.445,8.899,8.862
2.598,2.125,2.199
8.297,8.874,8.923
0.935,0.857,0.573
4.887,4.832,4.638
0.587,0.04,0.144
2.477,2.337,2.722
6.556,6.77,6.608
0.007,0.062,0.214
8.959,8.842,8.819
0.846,0.9,0.912
6.93,6.121,6.299
4.71,4.725,4.681
0.221,0.177,0.871
4.68,4.609,4.456
4.56,4.743,4.848
4.636,4.776,4.523
0.601,0.258,0.08
6.172,6.499,6.564
8.449,8.231,8.437
2.318,2.721,2.761
2.458,2.928,2.084
8.855,8.001,8.422
8.575,8.571,8.926
2.702,2.899,2.742
8.886,8.536,8.786
2.604,2.724,2.827
2.191,2.525,2.154
4.803,4.368,4.01
6.811,6.672,6.21
8.665,8.011,8.588
6.615,6.601,6.684
0.813,0.109,0.671
6.627,6.367,6.736
6.127,6.069,6.389
8.899,8.583,8.2
6.7,6.915,6.679
0.716,0.459,0.918
2.539,2.01,2.243
0.339,0.968,0.363
4.187,4.627,4.507
0.052,0.238,0.574
0.489,0.064,0.613
2.523,2.911,2.296
4.4,4.172,4.478
4.232,4.672,4.249
6.598,6.573,6.247
2.221,2.733,2.565
0.672,0.532,0.121
4.182,4.227,4.109
6.819,6.995,6.714
2.171,2.984,2.809
6.343,6.942,6.295
6.389,6.303,6.376
6.982,6.97,6.134
6.518,6.323,6.581
6.95,6.272,6.92
4.855,4.983,4.816
0.191,0.553,0.633
8.901,8.839,8.997
2.096,2.447,2.51
8.125,8.951,8.612
4.132,4.427,4.761
8.142,8.493,8.928
0.303,0.507,0.119
6.037,6.909,6.888
6.079,6.794,6.237
6.398,6.585,6.565
8.351,8.521,8.253
2.885,2.554,2.857
0.724,0.596,0.485
8.939,8.495,8.826
8.988,8.067,8.523
2.995,2.17,2.183
0.263,0.199,0.432
6.915,6.005,6.984
0.79,0.804,0.829
2.098,2.165,2.759
6.549,6.553,6.031
4.237,4.617,4.345
4.254,4.259,4.811
0.23,0.026,0.852
2.917,2.644,2.809
6.012,6.008,6.207
0.329,0.825,0.347
0.639,0.844,0.104
0.706,0.409,0.95
0.409,0.97,0.559
2.888,2.313,2.448
4.442,4.334,4.474
4.228,4.736,4.767
6.566,6.848,6.301
2.54,2.831,2.338
0.273,0.382,0.524
6.66,6.735,6.86
0.384,0.462,0.664
4.569,4.188,4.896
0.048,0.746,0.861
6.828,6.607,6.808
0.085,0.98,0.424
8.529,8.506,8.923
6.636,6.911,6.622
8.387,8.388,8.783
4.766,4.07,4.674
8.364,8.803,8.438
8.39,8.838,8.341
2.231,2.194,2.316
0.2,0.598,0.158
8.565,8.441,8.51
4.338,4.988,4.706
6.643,6.013,6.628
8.339,8.514,8.716
8.935,8.158,8.306
6.401,6.585,6.459
0.917,0.57,0.791
8.45,8.31,8.1
8.172,8.577,8.122
4.724,4.613,4.709
8.762,8.847,8.829
4.981,4.414,4.401
8.681,8.912,8.761
8.056,8.229,8.949
4.417,4.874,4.633
8.27,8.426,8.162
8.668,8.743,8.502
4.438,4.587,4.99
2.62,2.58,2.124
8.652,8.451,8.627
0.895,0.625,0.901
8.93,8.621,8.674
6.951,6.479,6.962
0.171,0.678,0.716
0.722,0.026,0.888
0.778,0.466,0.637
0.117,0.3,0.835
8.737,8.088,8.358
4.543,4.79,4.421
4.402,4.873,4.577
4.643,4.948,4.189
2.332,2.526,2.57
6.602,6.741,6.46
8.879,8.21,8.582
0.008,0.936,0.425
4.137,4.829,4.312
2.816,2.73,2.246
8.285,8.039,8.919
2.921,2.453,2.467
8.416,8.93,8.289
4.287,4.382,4.645
8.607,8.26,8.521
8.839,8.616,8.956
6.189,6.442,6.934
8.985,8.89,8.87
8.053,8.875,8.88
0.575,0.433,0.696
6.193,6.131,6.974
2.145,2.072,2.605
2.356,2.903,2.736
2.824,2.256,2.712
4.133,4.245,4.066
4.507,4.539,4.633
0.644,0.229,0.303
4.451,4.975,4.671
8.852,8.662,8.526
2.006,2.223,2.617
6.309,6.29,6.18
6.15,6.684,6.124
6.535,6.444,6.29
2.187,2.86,2.173
8.007,8.251,8.846
0.357,0.199,0.791
6.589,6.096,6.585
4.646,4.433,4.368
2.18,2.647,2.774
6.979,6.335,6.225
0.79,0.891,0.294
2.951,2.434,2.554
2.852,2.631,2.097
6.462,6.769,6.262
4.347,4.671,4.311
6.12,6.077,6.794
0.026,0.538,0.356
2.468,2.82,2.898
8.165,8.382,8.508
4.601,4.266,4.691
6.933,6.029,6.06
4.69,4.744,4.36
8.968,8.692,8.627
0.598,0.582,0.951
0.446,0.764,0.726
8.929,8.012,8.841
4.881,4.298,4.286
6.048,6.827,6.85
0.662,0.777,0.96
6.366,6.63,6.065
2.594,2.03,2.15
6.066,6.599,6.371
4.388,4.717,4.112
4.008,4.652,4.984
2.704,2.681,2.676
8.996,8.972,8.069
8.364,8.082,8.018
8.002,8.674,8.737
0.701,0.727,0.988
6.852,6.822,6.854
4.15,4.995,4.865
6.15,6.132,6.742
8.63,8.296,8.308
4.824,4.412,4.38
6.618,6.996,6.497
2.337,2.924,2.954
6.224,6.561,6.335
2.591,2.963,2.124
2.341,2.537,2.698
0.517,0.004,0.129
4.958,4.29,4.351
0.93,0.698,0.625
0.76,0.522,0.784
8.582,8.201,8.316
8.224,8.379,8.47
6.349,6.49,6.021
8.955,8.222,8.045
4.537,4.473,4.763
2.448,2.46,2.178
8.523,8.132,8.489
8.697,8.329,8.438
0.722,0.554,0.018
8.926,8.909,8.179
2.693,2.197,2.252
2.508,2.921,2.648
2.053,2.813,2.017
2.382,2.809,2.048
2.508,2.414,2.628
8.781,8.717,8.107
4.262,4.201,4.664
0.109,0.724,0.014
6.749,6.572,6.78
4.433,4.847,4.1
8.632,8.195,8.377
0.915,0.989,0.223
2.092,2.279,2.55
0.459,0.674,0.204
6.745,6.319,6.244
2.711,2.596,2.729
4.526,4.533,4.104
8.377,8.252,8.71
6.577,6.58,6.176
2.663,2.277,2.485
0.903,0.298,0.83
0.809,0.567,0.835
6.741,6.366,6.328
6.205,6.642,6.284
4.619,4.473,4.682
2.342,2.493,2.87
2.047,2.405,2.81
8.548,8.109,8.163
6.191,6.053,6.589
4.877,4.799,4.802
0.949,0.637,0.649
6.167,6.781,6.0
6.109,6.731,6.656
6.445,6.639,6.197
8.199,8.066,8.957
8.44,8.426,8.058
6.427,6.746,6.942
6.276,6.986,6.116
2.123,2.558,2.124
2.045,2.714,2.349
0.566,0.603,0.394
8.881,8.648,8.496
2.394,2.674,2.698
0.836,0.336,0.985
6.873,6.381,6.514
2.051,2.34,2.758
4.712,4.209,4.076
8.353,8.844,8.394
0.83,0.295,0.933
4.04,4.654,4.653
2.821,2.34,2.965
2.431,2.199,2.646
2.419,2.23,2.033
6.599,6.088,6.963
6.329,6.236,6.845
0.185,0.636,0.975
2.27,2.52,2.594
0.361,0.84,0.105
6.112,6.786,6.55
0.529,0.784,0.057
6.088,6.915,6.477
2.073,2.939,2.391
2.964,2.637,2.752
8.028,8.916,8.63
8.659,8.105,8.799
4.103,4.119,4.308
4.148,4.873,4.569
0.506,0.663,0.905
2.862,2.399,2.767
0.902,0.892,0.882
4.19,4.284,4.754
8.585,8.258,8.447
4.319,4.389,4.813
4.258,4.699,4.271
0.149,0.066,0.145
0.895,0.916,0.679
4.654,4.191,4.866
0.3,0.613,0.622
8.956,8.253,8.872
6.284,6.396,6.773
8.716,8.185,8.847
8.91,8.131,8.701
8.607,8.534,8.567
8.375,8.165,8.883
8.565,8.571,8.638
0.709,0.829,0.943
6.071,6.891,6.939
6.893,6.252,6.925
2.898,2.76,2.452
6.504,6.163,6.202
8.377,8.075,8.159
0.234,0.102,0.111
6.532,6.905,6.311
4.995,4.407,4.213
4.716,4.946,4.588
0.805,0.674,0.344
8.402,8.953,8.563
2.112,2.474,2.034
6.742,6.89,6.175
0.539,0.893,0.734
0.815,0.028,0.411
6.194,6.992,6.314
2.108,2.559,2.188
4.799,4.502,4.292
6.644,6.351,6.084
2.881,2.46,2.585
2.021,2.201,2.493
8.543,8.784,8.739
4.577,4.957,4.546
6.711,6.099,6.051
2.046,2.615,2.428
0.587,0.805,0.667
0.774,0.277,0.617
2.298,2.911,2.664
0.614,0.212,0.681
0.633,0.681,0.875
4.907,4.824,4.889
2.782,2.107,2.132
6.849,6.206,6.489
8.222,8.318,8.14
0.115,0.567,0.479
6.704,6.646,6.208
0.691,0.562,0.83
4.639,4.666,4.991
8.704,8.575,8.361
8.063,8.582,8.922
4.593,4.517,4.137
4.72,4.935,4.249
6.925,6.851,6.855
0.539,0.189,0.87
2.454,2.639,2.597
4.174,4.376,4.116
8.632,8.449,8.451
4.255,4.108,4.739
4.004,4.558,4.249
8.279,8.071,8.918
6.853,6.094,6.696
0.105,0.965,0.524
6.629,6.323,6.965
2.123,2.194,2.764
0.884,0.57,0.797
0.395,0.373,0.462
0.411,0.612,0.332
0.007,0.561,0.182
4.938,4.57,4.927
4.076,4.44,4.275
8.818,8.467,8.097
0.391,0.764,0.116
2.375,2.236,2.113
2.438,2.271,2.773
2.437,2.625,2.622
8.929,8.869,8.628
2.911,2.579,2.605
2.329,2.213,2.951
4.285,4.686,4.876
4.441,4.442,4.996
8.365,8.319,8.634
0.753,0.495,0.807
0.153,0.845,0.759
6.242,6.407,6.1
6.995,6.722,6.475
4.858,4.305,4.147
2.489,2.621,2.938
6.44,6.305,6.327
6.765,6.104,6.953
4.255,4.855,4.395
8.316,8.413,8.639
2.51,2.356,2.095
0.359,0.407,0.626
8.307,8.498,8.22
6.416,6.193,6.716
4.579,4.679,4.888
4.357,4.875,4.181
2.824,2.984,2.661
8.466,8.544,8.207
8.873,8.182,8.452
6.217,6.885,6.759
8.287,8.831,8.02
8.015,8.904,8.863
2.487,2.534,2.593
2.317,2.135,2.578
6.059,6.975,6.695
4.201,4.188,4.243
0.536,0.806,0.563
4.203,4.413,4.538
0.876,0.399,0.271
6.238,6.839,6.237
0.43,0.464,0.564
8.198,8.467,8.319
2.565,2.343,2.558
2.474,2.57,2.847
2.888,2.949,2.265
0.129,0.585,0.547
6.153,6.025,6.745
0.902,0.043,0.444
8.826,8.774,8.919
0.845,0.639,0.437
4.627,4.089,4.981
0.685,0.664,0.96
6.342,6.357,6.232
2.685,2.274,2.98
0.375,0.891,0.424
2.632,2.721,2.627
6.384,6.246,6.244
8.344,8.679,8.734
0.876,0.806,0.35
0.57,0.57,0.215
4.024,4.316,4.731
8.091,8.867,8.329
0.275,0.475,0.611
6.316,6.662,6.149
4.873,4.973,4.012
0.788,0.818,0.023
0.585,0.077,0.928
2.746,2.882,2.304
8.451,8.701,8.444
4.176,4.597,4.704
6.36,6.548,6.623
6.977,6.811,6.475
4.243,4.112,4.854
2.581,2.515,2.68
8.69,8.523,8.604
8.53,8.711,8.574
6.062,6.997,6.546
4.444,4.903,4.142
6.882,6.921,6.237
2.673,2.986,2.665
8.545,8.126,8.92
0.971,0.914,0.078
8.917,8.845,8.446
4.008,4.884,4.812
6.298,6.767,6.136
6.895,6.272,6.914
6.186,6.943,6.048
0.073,0.867,0.652
2.498,2.629,2.741
2.218,2.5,2.725
2.35,2.329,2.137
4.208,4.157,4.8
6.559,6.95,6.185
0.848,0.477,0.611
6.227,6.651,6.653
6.347,6.442,6.091
4.733,4.385,4.597
8.471,8.135,8.112
4.197,4.595,4.848
8.597,8.878,8.931
4.538,4.836,4.898
6.644,6.034,6.269
0.96,0.335,0.267
6.731,6.203,6.839
2.244,2.751,2.031
6.711,6.403,6.848
0.493,0.006,0.925
6.974,6.75,6.15
4.876,4.02,4.285
6.662,6.808,6.605
4.056,4.614,4.799
2.675,2.232,2.648
6.544,6.351,6.424
8.992,8.656,8.527
4.886,4.757,4.516
6.858,6.811,6.077
0.458,0.355,0.969
0.9,0.28,0.79
2.251,2.438,2.238
6.321,6.71,6.062
2.716,2.621,2.017
0.712,0.86,0.835
2.665,2.08,2.216
2.893,2.114,2.714
2.377,2.841,2.845
0.961,0.34,0.343
4.135,4.567,4.007
2.354,2.854,2.315
6.319,6.372,6.36
0.463,0.166,0.272
0.191,0.871,0.457
2.004,2.202,2.637
0.882,0.593,0.724
6.176,6.786,6.254
4.801,4.738,4.778
4.686,4.426,4.169
4.217,4.77,4.743
0.514,0.49,0.887
0.361,0.545,0.744
4.01,4.885,4.656
6.1,6.502,6.178
8.078,8.982,8.929
0.688,0.465,0.179
8.547,8.586,8.823
2.929,2.713,2.547
0.971,0.185,0.954
8.999,8.768,8.168
0.491,0.719,0.248
2.795,2.522,2.364
4.523,4.46,4.485
4.596,4.108,4.073
2.713,2.697,2.083
0.113,0.418,0.787
6.345,6.751,6.785
2.499,2.405,2.055
4.748,4.678,4.62
6.632,6.424,6.499
8.663,8.937,8.575
6.859,6.388,6.231
6.106,6.121,6.324
0.424,0.022,0.145
2.608,2.809,2.404
6.337,6.059,6.428
8.66,8.366,8.909
0.771,0.102,0.984
6.156,6.196,6.633
2.179,2.547,2.65
6.88,6.01,6.527
4.423,4.044,4.691
6.971,6.95,6.867
6.829,6.399,6.091
4.876,4.845,4.789
4.382,4.397,4.371
8.261,8.149,8.013
2.094,2.752,2.842
6.568,6.528,6.937
0.697,0.495,0.183
0.154,0.609,0.603
2.08,2.775,2.109
8.13,8.377,8.586
8.687,8.914,8.562
2.594,2.929,2.06
6.233,6.696,6.108
0.211,0.014,0.37
6.748,6.476,6.075
6.745,6.63,6.688
8.807,8.86,8.127
8.289,8.969,8.182
4.982,4.145,4.755
0.09,0.898,0.38
6.462,6.166,6.893
4.857,4.314,4.861
0.394,0.453,0.178
2.959,2.605,2.069
6.072,6.23,6.076
0.185,0.026,0.538
8.965,8.338,8.298
0.976,0.588,0.998
0.36,0.04,0.149
2.15,2.986,2.372
4.11,4.787,4.693
8.66,8.057,8.991
2.422,2.703,2.983
4.54,4.632,4.799
8.708,8.304,8.678
8.795,8.068,8.755
6.728,6.202,6.615
6.095,6.852,6.097
0.352,0.845,0.205
0.283,0.665,0.006
0.631,0.078,0.552
6.732,6.672,6.69
8.061,8.969,8.215
2.184,2.247,2.004
6.152,6.361,6.696
0.087,0.877,0.279
4.946,4.787,4.983
4.447,4.472,4.471
6.585,6.567,6.559
8.07,8.032,8.353
8.495,8.327,8.814
6.475,6.919,6.817
0.77,0.469,0.118
6.043,6.538,6.338
6.368,6.096,6.4
2.515,2.112,2.989
8.337,8.367,8.995
0.427,0.266,0.042
4.972,4.395,4.793
6.281,6.814,6.403
2.396,2.641,2.343
4.424,4.453,4.842
0.431,0.832,0.588
0.918,0.43,0.4
8.675,8.108,8.42
2.403,2.991,2.589
6.486,6.453,6.92
2.224,2.089,2.233
0.251,0.639,0.818
8.497,8.673,8.32
2.042,2.617,2.049
8.704,8.512,8.261
0.773,0.367,0.764
8.577,8.789,8.753
6.447,6.175,6.428
6.854,6.967,6.4
6.873,6.632,6.68
8.804,8.156,8.134
0.725,0.028,0.275
8.934,8.884,8.623
6.615,6.358,6.217
8.428,8.376,8.04
2.284,2.29,2.773
6.943,6.577,6.352
6.31,6.726,6.731
2.817,2.7,2.676
2.969,2.755,2.845
0.422,0.801,0.253
2.683,2.401,2.339
2.81,2.26,2.792
2.918,2.86,2.191
6.69,6.81,6.16
4.792,4.763,4.871
6.191,6.874,6.308
0.104,0.18,0.243
6.546,6.236,6.855
6.112,6.382,6.35
8.435,8.528,8.707
8.988,8.575,8.648
0.815,0.667,0.481
4.461,4.159,4.788
0.938,0.868,0.584
4.845,4.186,4.589
2.401,2.391,2.224
2.452,2.255,2.67
6.506,6.627,6.736
8.651,8.142,8.715
8.878,8.949,8.847
2.708,2.616,2.509
2.738,2.423,2.789
2.287,2.828,2.009
0.132,0.718,0.139
6.934,6.605,6.175
2.267,2.679,2.32
4.153,4.058,4.99
0.564,0.666,0.06
6.466,6.133,6.937
6.521,6.234,6.398
8.247,8.65,8.109
